src,src_port,dst,dst_port,protocol,occurrences
192.168.199.135,49612,57.168.199.134,445,TCP,1
192.168.199.135,49612,58.168.199.134,445,TCP,1
192.168.199.135,49612,6.168.199.134,445,TCP,1
192.168.199.135,49612,60.168.199.134,445,TCP,1
192.168.199.135,49612,62.168.199.134,445,TCP,1
192.168.199.135,49612,63.168.199.134,445,TCP,1
192.168.199.135,49612,64.168.199.134,445,TCP,1
192.168.199.135,49612,65.168.199.134,445,TCP,1
192.168.199.135,49612,66.168.199.134,445,TCP,1
192.168.199.135,49612,67.168.199.134,445,TCP,1
192.168.199.135,49612,68.168.199.134,445,TCP,1
192.168.199.135,49612,69.168.199.134,445,TCP,1
192.168.199.135,49612,7.168.199.134,445,TCP,1
192.168.199.135,49612,70.168.199.134,445,TCP,1
192.168.199.135,49612,71.168.199.134,445,TCP,1
192.168.199.135,49612,72.168.199.134,445,TCP,1
192.168.199.135,49612,73.168.199.134,445,TCP,1
192.168.199.135,49612,74.168.199.134,445,TCP,1
192.168.199.135,49612,75.168.199.134,445,TCP,1
192.168.199.135,49612,76.168.199.134,445,TCP,1
192.168.199.135,49612,77.168.199.134,445,TCP,1
192.168.199.135,49612,78.168.199.134,445,TCP,1
192.168.199.135,49612,79.168.199.134,445,TCP,1
192.168.199.135,49612,80.168.199.134,445,TCP,1
192.168.199.135,49612,81.168.199.134,445,TCP,1
192.168.199.135,49612,82.168.199.134,445,TCP,1
192.168.199.135,49612,83.168.199.134,445,TCP,1
192.168.199.135,49612,84.168.199.134,445,TCP,1
192.168.199.135,49612,85.168.199.134,445,TCP,1
192.168.199.135,49612,86.168.199.134,445,TCP,1
192.168.199.135,49612,87.168.199.134,445,TCP,1
192.168.199.135,49612,88.168.199.134,445,TCP,1
192.168.199.135,49612,89.168.199.134,445,TCP,1
192.168.199.135,49612,9.168.199.134,445,TCP,1
192.168.199.135,49612,90.168.199.134,445,TCP,1
192.168.199.135,49612,91.168.199.134,445,TCP,1
192.168.199.135,49612,93.168.199.134,445,TCP,1
192.168.199.135,49612,94.168.199.134,445,TCP,1
192.168.199.135,49612,95.168.199.134,445,TCP,1
192.168.199.135,49612,96.168.199.134,445,TCP,1
192.168.199.135,49612,97.168.199.134,445,TCP,1
192.168.199.135,49612,98.168.199.134,445,TCP,1
192.168.199.135,49612,99.168.199.134,445,TCP,1
192.168.199.135,49613,192.168.199.134,445,TCP,1
192.168.199.135,49614,192.168.199.134,445,TCP,1
192.168.199.135,49615,192.168.199.134,445,TCP,1
192.168.199.135,49616,192.168.199.134,445,TCP,1
192.168.199.135,49617,192.168.199.134,445,TCP,1
192.168.199.135,49620,192.168.199.134,445,TCP,1
192.168.199.135,49621,192.168.199.134,445,TCP,1
192.168.199.135,49623,192.168.199.134,445,TCP,1
192.168.199.135,49624,192.168.199.134,445,TCP,1
192.168.199.135,49626,192.168.199.134,445,TCP,1
192.168.199.135,49627,192.168.199.134,445,TCP,1
192.168.199.135,49628,192.168.199.134,445,TCP,1
192.168.199.135,49630,192.168.199.134,445,TCP,1
192.168.199.135,49632,192.168.199.134,445,TCP,1
192.168.199.135,49633,192.168.199.134,445,TCP,1
192.168.199.135,49634,192.168.199.134,445,TCP,1
192.168.199.135,49635,192.168.199.134,445,TCP,1
192.168.199.135,49636,192.168.199.134,445,TCP,1
192.168.199.135,49642,192.168.199.134,445,TCP,1
192.168.199.135,49644,192.168.199.134,445,TCP,1
192.168.199.135,49648,192.168.199.134,445,TCP,1
192.168.199.135,49649,192.168.199.134,445,TCP,1
192.168.199.135,49650,192.168.199.134,445,TCP,1
192.168.199.135,49651,192.168.199.134,445,TCP,1
192.168.199.135,49655,192.168.199.134,445,TCP,1
192.168.199.135,49868,192.168.199.134,445,TCP,1
192.168.199.135,50124,192.168.199.134,445,TCP,1
192.168.199.135,50380,192.168.199.134,445,TCP,1
192.168.199.135,50636,192.168.199.134,445,TCP,1
192.168.199.135,50724,192.168.199.1,53,UDP,1
192.168.199.135,50892,192.168.199.134,445,TCP,1
192.168.199.135,51148,192.168.199.134,445,TCP,1
192.168.199.135,51404,192.168.199.134,445,TCP,1
192.168.199.135,51575,192.168.199.1,53,UDP,1
192.168.199.135,51660,192.168.199.134,445,TCP,1
192.168.199.135,52299,192.168.199.1,53,UDP,1
192.168.199.135,52428,192.168.199.134,445,TCP,1
192.168.199.135,52940,192.168.199.134,445,TCP,1
192.168.199.135,53563,192.168.199.1,53,UDP,1
192.168.199.135,53708,192.168.199.134,445,TCP,1
192.168.199.135,54403,192.168.199.1,53,UDP,1
192.168.199.135,54732,192.168.199.134,445,TCP,1
192.168.199.135,55756,192.168.199.134,445,TCP,1
192.168.199.135,56012,192.168.199.134,445,TCP,1
192.168.199.135,56524,192.168.199.134,445,TCP,1
192.168.199.135,56947,192.168.199.1,53,UDP,1
192.168.199.135,57292,192.168.199.134,445,TCP,1
192.168.199.135,57548,192.168.199.134,445,TCP,1
192.168.199.135,57804,192.168.199.134,445,TCP,1
192.168.199.135,58060,192.168.199.134,445,TCP,1
192.168.199.135,58316,192.168.199.134,445,TCP,1
192.168.199.135,58572,192.168.199.134,445,TCP,1
192.168.199.135,58828,192.168.199.134,445,TCP,1
192.168.199.135,59084,192.168.199.134,445,TCP,1
192.168.199.135,59340,192.168.199.134,445,TCP,1
192.168.199.135,59596,192.168.199.134,445,TCP,1
192.168.199.135,61132,192.168.199.134,445,TCP,1
192.168.199.135,61644,192.168.199.134,445,TCP,1
192.168.199.135,61866,192.168.199.1,53,UDP,1
192.168.199.135,62156,192.168.199.134,445,TCP,1
192.168.199.135,62659,192.168.199.1,53,UDP,1
192.168.199.135,62668,192.168.199.134,445,TCP,1
192.168.199.135,63237,192.168.199.1,53,UDP,1
192.168.199.135,63436,192.168.199.134,445,TCP,1
192.168.199.135,63520,192.168.199.1,53,UDP,1
192.168.199.135,63594,192.168.199.1,53,UDP,1
192.168.199.135,63692,192.168.199.134,445,TCP,1
192.168.199.135,64460,192.168.199.134,445,TCP,1
192.168.199.135,64659,192.168.199.1,53,UDP,1
192.168.199.135,64710,192.168.199.1,53,UDP,1
192.168.199.135,64716,192.168.199.134,445,TCP,1
192.168.199.135,64972,192.168.199.134,445,TCP,1
192.168.199.135,65228,192.168.199.134,445,TCP,1
192.168.199.135,65363,192.168.199.134,19778,TCP,1
192.168.199.136,49612,192.168.199.134,445,TCP,1
192.168.199.139,445,192.168.199.135,49612,TCP,1
192.168.199.140,49612,192.168.199.134,445,TCP,1
192.168.199.141,445,192.168.199.135,49612,TCP,1
192.168.199.141,49612,192.168.199.134,445,TCP,1
192.168.199.142,445,192.168.199.1,51393,TCP,1
192.168.199.142,445,192.168.199.135,49612,TCP,1
192.168.199.142,49612,192.168.199.134,445,TCP,1
192.168.199.143,49612,192.168.199.134,445,TCP,1
192.168.199.144,49612,192.168.199.134,445,TCP,1
192.168.199.145,445,192.168.199.135,49612,TCP,1
192.168.199.145,49612,192.168.199.134,445,TCP,1
192.168.199.149,49612,192.168.199.134,445,TCP,1
192.168.199.150,445,192.168.199.133,49671,TCP,1
192.168.199.150,445,192.168.199.135,49612,TCP,1
192.168.199.151,445,192.168.199.135,49612,TCP,1
192.168.199.151,49612,192.168.199.134,445,TCP,1
192.168.199.153,445,192.168.199.135,49612,TCP,1
192.168.199.153,49612,192.168.199.134,445,TCP,1
192.168.199.154,445,192.168.199.135,49612,TCP,1
192.168.199.155,445,192.168.199.135,49612,TCP,1
192.168.199.156,445,192.168.199.135,49612,TCP,1
192.168.199.156,49612,192.168.199.134,445,TCP,1
192.168.199.157,445,192.168.199.135,49612,TCP,1
192.168.199.157,49612,192.168.199.134,445,TCP,1
192.168.199.159,49612,192.168.199.134,445,TCP,1
192.168.199.162,445,192.168.199.135,49612,TCP,1
192.168.199.163,445,192.168.199.135,49612,TCP,1
192.168.199.163,49612,192.168.199.134,445,TCP,1
192.168.199.164,445,192.168.199.135,49612,TCP,1
192.168.199.165,49612,192.168.199.134,445,TCP,1
192.168.199.166,445,192.168.199.133,49671,TCP,1
192.168.199.166,445,192.168.199.135,49612,TCP,1
192.168.199.166,49612,192.168.199.134,445,TCP,1
192.168.199.167,49612,192.168.199.134,445,TCP,1
192.168.199.168,49612,192.168.199.134,445,TCP,1
192.168.199.169,49612,192.168.199.134,445,TCP,1
192.168.199.170,43690,170.170.170.170,43690,TCP,1
192.168.199.171,445,192.168.199.135,49612,TCP,1
192.168.199.171,49612,192.168.199.134,445,TCP,1
192.168.199.172,445,192.168.199.135,49612,TCP,1
192.168.199.172,49612,192.168.199.134,445,TCP,1
192.168.199.173,49612,192.168.199.134,445,TCP,1
192.168.199.175,49612,192.168.199.134,445,TCP,1
192.168.199.176,445,192.168.199.135,49612,TCP,1
192.168.199.178,49612,192.168.199.134,445,TCP,1
192.168.199.18,445,192.168.199.135,49612,TCP,1
192.168.199.181,445,192.168.199.135,49612,TCP,1
192.168.199.183,445,192.168.199.135,49612,TCP,1
192.168.199.185,445,192.168.199.135,49612,TCP,1
192.168.199.188,445,192.168.199.135,49612,TCP,1
192.168.199.189,49612,192.168.199.134,445,TCP,1
192.168.199.190,49612,192.168.199.134,445,TCP,1
192.168.199.191,445,192.168.199.135,49612,TCP,1
192.168.199.191,49612,192.168.199.134,445,TCP,1
192.168.199.192,445,192.168.199.135,49612,TCP,1
192.168.199.193,445,192.168.199.135,49612,TCP,1
192.168.199.194,445,192.168.199.135,49612,TCP,1
192.168.199.195,445,192.168.199.135,49612,TCP,1
192.168.199.195,49612,192.168.199.134,445,TCP,1
192.168.199.196,445,192.168.199.135,49612,TCP,1
192.168.199.197,445,192.168.199.135,49612,TCP,1
192.168.199.197,49671,192.168.199.134,445,TCP,1
192.168.199.198,445,192.168.199.133,49671,TCP,1
192.168.199.198,445,192.168.199.135,49612,TCP,1
192.168.199.198,49612,192.168.199.134,445,TCP,1
192.168.199.199,49612,192.168.199.134,445,TCP,1
192.168.199.20,49612,192.168.199.134,445,TCP,1
192.168.199.201,49612,192.168.199.134,445,TCP,1
192.168.199.203,445,192.168.199.135,49612,TCP,1
192.168.199.204,49612,192.168.199.134,445,TCP,1
192.168.199.205,445,192.168.199.135,49612,TCP,1
192.168.199.205,49612,192.168.199.134,445,TCP,1
192.168.199.206,49612,192.168.199.134,445,TCP,1
192.168.199.208,49612,192.168.199.134,445,TCP,1
192.168.199.209,445,192.168.199.135,49612,TCP,1
192.168.199.209,49612,192.168.199.134,445,TCP,1
192.168.199.211,49612,192.168.199.134,445,TCP,1
192.168.199.212,445,192.168.199.135,49612,TCP,1
192.168.199.212,49612,192.168.199.134,445,TCP,1
192.168.199.213,49612,192.168.199.134,445,TCP,1
192.168.199.214,49612,192.168.199.134,445,TCP,1
192.168.199.215,445,192.168.199.135,49612,TCP,1
192.168.199.219,49612,192.168.199.134,445,TCP,1
192.168.199.22,445,192.168.199.135,49612,TCP,1
192.168.199.22,49612,192.168.199.134,445,TCP,1
192.168.199.220,49612,192.168.199.134,445,TCP,1
192.168.199.221,445,192.168.199.135,49612,TCP,1
192.168.199.222,445,192.168.199.135,49612,TCP,1
192.168.199.222,49612,192.168.199.134,445,TCP,1
192.168.199.223,49612,192.168.199.134,445,TCP,1
192.168.199.224,445,192.168.199.135,49612,TCP,1
192.168.199.224,49612,192.168.199.134,445,TCP,1
192.168.199.225,49612,192.168.199.134,445,TCP,1
192.168.199.227,445,192.168.199.135,49612,TCP,1
192.168.199.227,49612,192.168.199.134,445,TCP,1
192.168.199.228,49612,192.168.199.134,445,TCP,1
192.168.199.230,445,192.168.199.135,49612,TCP,1
192.168.199.230,49612,192.168.199.134,445,TCP,1
192.168.199.231,49612,192.168.199.134,445,TCP,1
192.168.199.234,445,192.168.199.135,49612,TCP,1
192.168.199.234,49612,192.168.199.134,445,TCP,1
192.168.199.235,445,192.168.199.135,49612,TCP,1
192.168.199.236,445,192.168.199.135,49612,TCP,1
192.168.199.237,445,192.168.199.135,49612,TCP,1
192.168.199.237,49612,192.168.199.134,445,TCP,1
192.168.199.238,49612,192.168.199.134,445,TCP,1
192.168.199.239,445,192.168.199.135,49612,TCP,1
192.168.199.24,445,192.168.199.135,49612,TCP,1
192.168.199.240,49612,192.168.199.134,445,TCP,1
192.168.199.241,49612,192.168.199.134,445,TCP,1
192.168.199.242,445,192.168.199.135,49612,TCP,1
192.168.199.242,49612,192.168.199.134,445,TCP,1
192.168.199.243,49612,192.168.199.134,445,TCP,1
192.168.199.244,49612,192.168.199.134,445,TCP,1
192.168.199.247,49612,192.168.199.134,445,TCP,1
192.168.199.248,49612,192.168.199.134,445,TCP,1
192.168.199.249,445,192.168.199.135,49612,TCP,1
192.168.199.25,445,192.168.199.135,49612,TCP,1
192.168.199.25,49612,192.168.199.134,445,TCP,1
192.168.199.250,49612,192.168.199.134,445,TCP,1
192.168.199.26,445,192.168.199.135,49612,TCP,1
192.168.199.3,49612,192.168.199.134,445,TCP,1
192.168.199.31,445,192.168.199.135,49612,TCP,1
192.168.199.31,49612,192.168.199.134,445,TCP,1
192.168.199.32,445,192.168.199.135,49612,TCP,1
192.168.199.32,49612,192.168.199.134,445,TCP,1
192.168.199.33,445,192.168.199.135,49612,TCP,1
192.168.199.34,445,192.168.199.135,49612,TCP,1
192.168.199.35,49612,192.168.199.134,445,TCP,1
192.168.199.36,445,192.168.199.135,49612,TCP,1
192.168.199.37,445,0.168.199.133,49671,TCP,1
192.168.199.37,445,0.168.199.135,49612,TCP,1
192.168.199.37,445,192.168.199.135,49612,TCP,1
192.168.199.37,49612,0.168.199.134,445,TCP,1
192.168.199.37,49612,192.168.199.134,445,TCP,1
192.168.199.37,49671,0.168.199.134,445,TCP,1
192.168.199.37,51660,0.168.199.134,445,TCP,1
192.168.199.4,445,192.168.199.135,49612,TCP,1
192.168.199.44,445,192.168.199.135,49612,TCP,1
192.168.199.45,49612,192.168.199.134,445,TCP,1
192.168.199.46,445,192.168.199.135,49612,TCP,1
192.168.199.46,49612,192.168.199.134,445,TCP,1
192.168.199.47,445,192.168.199.135,49612,TCP,1
192.168.199.47,49612,192.168.199.134,445,TCP,1
192.168.199.48,445,192.168.199.135,49612,TCP,1
192.168.199.48,49612,192.168.199.134,445,TCP,1
192.168.199.49,445,192.168.199.135,49612,TCP,1
192.168.199.49,49612,192.168.199.134,445,TCP,1
192.168.199.50,445,192.168.199.135,49612,TCP,1
192.168.199.50,49612,192.168.199.134,445,TCP,1
192.168.199.51,445,192.168.199.135,49612,TCP,1
192.168.199.51,49612,192.168.199.134,445,TCP,1
192.168.199.52,445,192.168.199.135,49612,TCP,1
192.168.199.52,49612,192.168.199.134,445,TCP,1
192.168.199.53,445,192.168.199.135,49612,TCP,1
192.168.199.53,49612,192.168.199.134,445,TCP,1
192.168.199.54,445,192.168.199.135,49612,TCP,1
192.168.199.54,49612,192.168.199.134,445,TCP,1
192.168.199.55,445,192.168.199.135,49612,TCP,1
192.168.199.55,49612,192.168.199.134,445,TCP,1
192.168.199.56,445,192.168.199.135,49612,TCP,1
192.168.199.56,49612,192.168.199.134,445,TCP,1
192.168.199.57,445,192.168.199.135,49612,TCP,1
192.168.199.57,49612,192.168.199.134,445,TCP,1
192.168.199.58,445,192.168.199.135,49612,TCP,1
192.168.199.59,445,192.168.199.135,49612,TCP,1
192.168.199.59,49612,192.168.199.134,445,TCP,1
192.168.199.6,445,192.168.199.133,49671,TCP,1
192.168.199.6,445,192.168.199.135,49612,TCP,1
192.168.199.61,445,192.168.199.135,49612,TCP,1
192.168.199.61,49612,192.168.199.134,445,TCP,1
192.168.199.62,49612,192.168.199.134,445,TCP,1
192.168.199.63,49612,192.168.199.134,445,TCP,1
192.168.199.65,445,192.168.199.135,49612,TCP,1
192.168.199.65,49612,192.168.199.134,445,TCP,1
192.168.199.66,445,192.168.199.135,49612,TCP,1
192.168.199.66,49612,192.168.199.134,445,TCP,1
192.168.199.67,445,192.168.199.135,49612,TCP,1
192.168.199.67,49612,192.168.199.134,445,TCP,1
192.168.199.68,445,192.168.199.135,49612,TCP,1
192.168.199.68,49612,192.168.199.134,445,TCP,1
192.168.199.69,445,192.168.199.135,49612,TCP,1
192.168.199.69,49612,192.168.199.134,445,TCP,1
192.168.199.7,49612,192.168.199.134,445,TCP,1
192.168.199.70,445,192.168.199.135,49612,TCP,1
192.168.199.70,49612,192.168.199.134,445,TCP,1
192.168.199.71,445,192.168.199.135,49612,TCP,1
192.168.199.71,49612,192.168.199.134,445,TCP,1
192.168.199.72,445,192.168.199.135,49612,TCP,1
192.168.199.72,49612,192.168.199.134,445,TCP,1
192.168.199.73,445,192.168.199.135,49612,TCP,1
192.168.199.73,49612,192.168.199.134,445,TCP,1
192.168.199.74,445,192.168.199.135,49612,TCP,1
192.168.199.74,49612,192.168.199.134,445,TCP,1
192.168.199.75,445,192.168.199.135,49612,TCP,1
192.168.199.75,49612,192.168.199.134,445,TCP,1
192.168.199.76,445,192.168.199.135,49612,TCP,1
192.168.199.76,49612,192.168.199.134,445,TCP,1
192.168.199.77,445,192.168.199.135,49612,TCP,1
192.168.199.77,49612,192.168.199.134,445,TCP,1
192.168.199.78,445,192.168.199.135,49612,TCP,1
192.168.199.78,49612,192.168.199.134,445,TCP,1
192.168.199.79,445,192.168.199.135,49612,TCP,1
192.168.199.79,49612,192.168.199.134,445,TCP,1
192.168.199.80,445,192.168.199.135,49612,TCP,1
192.168.199.80,49612,192.168.199.134,445,TCP,1
192.168.199.81,445,192.168.199.135,49612,TCP,1
192.168.199.81,49612,192.168.199.134,445,TCP,1
192.168.199.82,445,192.168.199.135,49612,TCP,1
192.168.199.82,49612,192.168.199.134,445,TCP,1
192.168.199.83,445,192.168.199.135,49612,TCP,1
192.168.199.83,49612,192.168.199.134,445,TCP,1
192.168.199.84,445,192.168.199.135,49612,TCP,1
192.168.199.84,49612,192.168.199.134,445,TCP,1
192.168.199.85,445,192.168.199.135,49612,TCP,1
192.168.199.85,49612,192.168.199.134,445,TCP,1
192.168.199.86,445,192.168.199.135,49612,TCP,1
192.168.199.86,49612,192.168.199.134,445,TCP,1
192.168.199.87,445,192.168.199.135,49612,TCP,1
192.168.199.87,49612,192.168.199.134,445,TCP,1
192.168.199.88,445,192.168.199.135,49612,TCP,1
192.168.199.88,49612,192.168.199.134,445,TCP,1
192.168.199.89,445,192.168.199.135,49612,TCP,1
192.168.199.89,49612,192.168.199.134,445,TCP,1
192.168.199.90,445,192.168.199.135,49612,TCP,1
192.168.199.90,49612,192.168.199.134,445,TCP,1
192.168.199.92,445,192.168.199.135,49612,TCP,1
192.168.199.93,445,192.168.199.135,49612,TCP,1
192.168.199.94,445,192.168.199.135,49612,TCP,1
192.168.199.95,445,192.168.199.135,49612,TCP,1
192.168.199.97,445,192.168.199.135,49612,TCP,1
192.168.199.97,49612,192.168.199.134,445,TCP,1
192.168.199.98,445,192.168.199.135,49612,TCP,1
192.168.199.98,49612,192.168.199.134,445,TCP,1
192.168.199.99,445,192.168.199.135,49612,TCP,1
192.168.199.99,49612,192.168.199.134,445,TCP,1
192.168.20.134,445,192.168.199.135,49612,TCP,1
192.168.20.135,49612,192.168.199.134,445,TCP,1
192.168.200.134,445,192.168.199.135,49612,TCP,1
192.168.201.134,445,192.168.199.135,49612,TCP,1
192.168.202.134,445,192.168.199.135,49612,TCP,1
192.168.205.135,49612,192.168.199.134,445,TCP,1
192.168.206.134,445,192.168.199.135,49612,TCP,1
192.168.207.134,445,192.168.199.133,49671,TCP,1
192.168.207.134,445,192.168.199.135,49612,TCP,1
192.168.207.135,49612,192.168.199.134,445,TCP,1
192.168.208.135,49612,192.168.199.134,445,TCP,1
192.168.209.134,445,192.168.199.135,49612,TCP,1
192.168.21.134,445,192.168.199.135,49612,TCP,1
192.168.210.135,49612,192.168.199.134,445,TCP,1
192.168.212.134,445,192.168.199.135,49612,TCP,1
192.168.213.135,49612,192.168.199.134,445,TCP,1
192.168.215.134,445,192.168.199.133,49671,TCP,1
192.168.215.134,445,192.168.199.135,49612,TCP,1
192.168.215.135,49612,192.168.199.134,445,TCP,1
192.168.216.135,49612,192.168.199.134,445,TCP,1
192.168.217.134,445,192.168.199.135,49612,TCP,1
192.168.217.135,49612,192.168.199.134,445,TCP,1
192.168.219.134,445,192.168.199.135,49612,TCP,1
192.168.22.134,445,192.168.199.135,49612,TCP,1
192.168.220.134,445,192.168.199.135,49612,TCP,1
192.168.220.135,49612,192.168.199.134,445,TCP,1
192.168.221.134,445,192.168.199.135,49612,TCP,1
192.168.221.135,49612,192.168.199.134,445,TCP,1
192.168.223.135,49612,192.168.199.134,445,TCP,1
192.168.224.134,445,192.168.199.135,49612,TCP,1
192.168.224.135,49612,192.168.199.134,445,TCP,1
192.168.225.135,49612,192.168.199.134,445,TCP,1
192.168.226.135,49612,192.168.199.134,445,TCP,1
192.168.229.135,49612,192.168.199.134,445,TCP,1
192.168.23.135,49612,192.168.199.134,445,TCP,1
192.168.230.134,445,192.168.199.135,49612,TCP,1
192.168.230.135,49612,192.168.199.134,445,TCP,1
192.168.231.134,445,192.168.199.133,49671,TCP,1
192.168.231.134,445,192.168.199.135,49612,TCP,1
192.168.231.135,49612,192.168.199.134,445,TCP,1
192.168.233.135,49612,192.168.199.134,445,TCP,1
192.168.234.134,445,192.168.199.135,49612,TCP,1
192.168.234.135,49612,192.168.199.134,445,TCP,1
192.168.235.135,49612,192.168.199.134,445,TCP,1
192.168.236.135,49612,192.168.199.134,445,TCP,1
192.168.237.135,49612,192.168.199.134,445,TCP,1
192.168.238.134,445,192.168.199.135,49612,TCP,1
192.168.239.135,49612,192.168.199.134,445,TCP,1
192.168.24.134,445,192.168.199.135,49612,TCP,1
192.168.24.135,49612,192.168.199.134,445,TCP,1
192.168.242.134,445,192.168.199.135,49612,TCP,1
192.168.242.135,49612,192.168.199.134,445,TCP,1
192.168.243.134,445,192.168.199.135,49612,TCP,1
192.168.244.135,49612,192.168.199.134,445,TCP,1
192.168.246.135,49612,192.168.199.134,445,TCP,1
192.168.247.135,49612,192.168.199.134,445,TCP,1
192.168.25.135,49612,192.168.199.134,445,TCP,1
192.168.250.135,49612,192.168.199.134,445,TCP,1
192.168.251.135,49612,192.168.199.134,445,TCP,1
192.168.252.135,49612,192.168.199.134,445,TCP,1
192.168.26.134,445,192.168.199.135,49612,TCP,1
192.168.28.134,445,192.168.199.135,49612,TCP,1
192.168.28.135,49612,192.168.199.134,445,TCP,1
192.168.29.135,49612,192.168.199.134,445,TCP,1
192.168.31.134,445,192.168.199.135,49612,TCP,1
192.168.32.134,445,192.168.199.135,49612,TCP,1
192.168.32.135,49612,192.168.199.134,445,TCP,1
192.168.33.134,445,192.168.199.135,49612,TCP,1
192.168.33.135,49612,192.168.199.134,445,TCP,1
192.168.34.134,445,192.168.199.135,49612,TCP,1
192.168.34.135,49612,192.168.199.134,445,TCP,1
192.168.35.134,445,192.168.199.135,49612,TCP,1
192.168.35.135,49612,192.168.199.134,445,TCP,1
192.168.36.134,445,192.168.199.135,49612,TCP,1
192.168.36.135,49612,192.168.199.134,445,TCP,1
192.168.37.0,293,192.168.199.135,204,TCP,1
192.168.37.0,445,192.168.199.133,49671,TCP,1
192.168.37.0,445,192.168.199.135,49612,TCP,2
192.168.37.0,445,192.168.199.135,49644,TCP,1
192.168.37.0,445,192.168.37.0,49612,TCP,1
192.168.37.0,445,192.37.0.135,49612,TCP,1
192.168.37.0,49612,192.168.199.134,445,TCP,1
192.168.37.0,49671,192.168.199.134,445,TCP,1
192.168.37.134,445,192.168.199.135,49612,TCP,1
192.168.39.135,49612,192.168.199.134,445,TCP,1
192.168.4.134,445,192.168.199.135,49612,TCP,1
192.168.4.135,49612,192.168.199.134,445,TCP,1
192.168.41.135,49612,192.168.199.134,445,TCP,1
192.168.43.135,49612,192.168.199.134,445,TCP,1
192.168.44.134,445,192.168.199.135,49612,TCP,1
192.168.45.135,49612,192.168.199.134,445,TCP,1
192.168.46.134,445,192.168.199.135,49612,TCP,1
192.168.48.134,445,192.168.199.135,49612,TCP,1
192.168.48.135,49612,192.168.199.134,445,TCP,1
192.168.49.134,445,192.168.199.135,49612,TCP,1
192.168.49.135,49612,192.168.199.134,445,TCP,1
192.168.5.135,49612,192.168.199.134,445,TCP,1
192.168.50.134,445,192.168.199.135,49612,TCP,1
192.168.50.135,49612,192.168.199.134,445,TCP,1
192.168.51.134,445,192.168.199.135,49612,TCP,1
192.168.51.135,49612,192.168.199.134,445,TCP,1
192.168.52.134,445,192.168.199.135,49612,TCP,1
192.168.52.135,49612,192.168.199.134,445,TCP,1
192.168.53.134,445,192.168.199.135,49612,TCP,1
192.168.53.135,49612,192.168.199.134,445,TCP,1
192.168.54.134,445,192.168.199.135,49612,TCP,1
192.168.54.135,49612,192.168.199.134,445,TCP,1
192.168.55.134,445,192.168.199.135,49612,TCP,1
192.168.55.135,49612,192.168.199.134,445,TCP,1
192.168.56.134,445,192.168.199.135,49612,TCP,1
192.168.56.135,49612,192.168.199.134,445,TCP,1
192.168.57.134,445,192.168.199.135,49612,TCP,1
192.168.57.135,49612,192.168.199.134,445,TCP,1
192.168.58.134,445,192.168.199.135,49612,TCP,1
192.168.6.134,445,192.168.199.135,49612,TCP,1
192.168.60.135,49612,192.168.199.134,445,TCP,1
192.168.63.134,445,192.168.199.135,49612,TCP,1
192.168.63.135,49612,192.168.199.134,445,TCP,1
192.168.64.134,445,192.168.199.135,49612,TCP,1
192.168.65.134,445,192.168.199.135,49612,TCP,1
192.168.65.135,49612,192.168.199.134,445,TCP,1
192.168.66.134,445,192.168.199.135,49612,TCP,1
192.168.66.135,49612,192.168.199.134,445,TCP,1
192.168.67.134,445,192.168.199.135,49612,TCP,1
192.168.67.135,49612,192.168.199.134,445,TCP,1
192.168.68.134,445,192.168.199.135,49612,TCP,1
192.168.68.135,49612,192.168.199.134,445,TCP,1
192.168.69.134,445,192.168.199.133,49671,TCP,1
192.168.69.134,445,192.168.199.135,49612,TCP,1
192.168.69.135,49612,192.168.199.134,445,TCP,1
192.168.7.134,445,192.168.199.135,49612,TCP,1
192.168.70.134,445,192.168.199.135,49612,TCP,1
192.168.70.135,49612,192.168.199.134,445,TCP,1
192.168.71.133,49671,192.168.199.134,445,TCP,1
192.168.71.134,445,192.168.199.133,49671,TCP,1
192.168.71.134,445,192.168.199.135,49612,TCP,1
192.168.71.135,49612,192.168.199.134,445,TCP,1
192.168.72.134,445,192.168.199.135,49612,TCP,1
192.168.72.135,49612,192.168.199.134,445,TCP,1
192.168.73.134,445,192.168.199.135,49612,TCP,1
192.168.73.135,49612,192.168.199.134,445,TCP,1
192.168.74.134,445,192.168.199.135,49612,TCP,1
192.168.74.135,49612,192.168.199.134,445,TCP,1
192.168.75.133,49671,192.168.199.134,445,TCP,1
192.168.75.134,445,192.168.199.135,49612,TCP,1
192.168.75.135,49612,192.168.199.134,445,TCP,1
192.168.76.134,445,192.168.199.135,49612,TCP,1
192.168.76.135,49612,192.168.199.134,445,TCP,1
192.168.77.134,445,192.168.199.135,49612,TCP,1
192.168.77.135,49612,192.168.199.134,445,TCP,1
192.168.78.134,445,192.168.199.135,49612,TCP,1
192.168.78.135,49612,192.168.199.134,445,TCP,1
192.168.79.134,445,192.168.199.133,49671,TCP,1
192.168.79.134,445,192.168.199.135,49612,TCP,1
192.168.79.135,49612,192.168.199.134,445,TCP,1
192.168.8.134,445,192.168.199.135,49612,TCP,1
192.168.80.134,445,192.168.199.135,49612,TCP,1
192.168.80.135,49612,192.168.199.134,445,TCP,1
192.168.81.134,445,192.168.199.135,49612,TCP,1
192.168.81.135,49612,192.168.199.134,445,TCP,1
192.168.82.134,445,192.168.199.135,49612,TCP,1
192.168.82.135,49612,192.168.199.134,445,TCP,1
192.168.83.133,49671,192.168.199.134,445,TCP,1
